POS,phastCons100way,phyloP100way
8412,0.006,1.967
8413,0.0,-2.78
8414,0.0,-0.243
8415,0.31,2.615
8416,0.0,-1.888
8417,0.0,-20.0
8418,0.006,1.654
8419,0.0,-11.805
8420,0.0,-0.727
8421,0.002,0.666
8422,0.0,-14.955
8423,0.0,-0.909
8424,0.442,3.973
8425,0.0,-2.332
8426,0.002,0.932
8427,0.003,1.249
8428,0.0,-7.234
8429,0.0,-4.166
8430,0.0,0.058
8431,0.0,-5.907
8432,0.0,-1.904
8433,0.909,5.969
8434,0.0,-5.889
8435,0.0,-2.546
8436,0.013,1.972
8437,0.0,-9.914
8438,0.723,3.58
8439,0.705,2.493
8440,0.0,-0.693
8441,0.0,-1.463
8442,0.057,1.745
8443,0.0,-2.81
8444,1.0,8.695
8445,1.0,4.609
8446,0.629,1.449
8447,0.0,-1.78
8448,0.903,3.104
8449,0.0,-9.618
8450,0.0,-0.909
8451,0.0,-1.526
8452,0.0,-0.517
8453,0.0,0.656
8454,0.0,-0.668
8455,0.0,-13.776
8456,0.0,-0.433
8457,0.0,0.416
8458,0.0,-2.575
8459,0.0,-4.46
8460,0.0,-6.245
8461,0.0,-8.754
8462,0.0,0.528
8463,0.0,-1.809
8464,0.0,-2.902
8465,0.0,-3.3
8466,0.0,-4.511
8467,0.0,-7.786
8468,0.0,-7.024
8469,0.0,-4.147
8470,0.0,-4.642
8471,0.0,-1.395
8472,0.0,-4.828
8473,0.0,-6.024
8474,0.0,0.107
8475,0.012,2.615
8476,0.0,-4.833
8477,0.0,-3.8
8478,0.0,-2.269
8479,0.0,-5.549
8480,0.0,-3.537
8481,0.0,-1.607
8482,0.0,-4.571
8483,0.0,-0.572
8484,0.0,-2.084
8485,0.0,-0.121
8486,0.0,-1.819
8487,0.0,-6.56
8488,0.0,-5.93
8489,0.0,-4.827
8490,0.0,-3.785
8491,0.0,-9.827
8492,0.0,-0.79
8493,0.0,0.099
8494,0.0,-0.173
8495,0.0,-7.417
8496,0.0,-6.994
8497,0.0,-4.057
8498,0.0,-7.207
8499,0.0,-6.35
8500,0.0,-3.949
8501,0.0,-0.313
8502,0.0,-0.674
8503,0.0,-3.799
8504,0.0,-0.157
8505,0.0,-0.979
8506,0.0,-8.574
8507,0.0,-5.626
8508,0.0,-2.764
8509,0.0,-20.0
8510,0.0,0.704
8511,0.0,-3.138
8512,0.0,-4.586
8513,0.032,0.542
8514,0.569,4.78
8515,0.0,-4.28
8516,1.0,7.698
8517,1.0,7.624
8518,1.0,8.943
8519,0.002,-0.027
8520,0.001,1.238
8521,0.0,-0.082
8522,0.0,-0.189
8523,0.0,-1.344
8524,0.004,0.199
8525,0.999,4.186
8526,1.0,2.344
8527,1.0,5.913
8528,1.0,7.698
8529,1.0,7.759
8530,1.0,7.096
8531,0.696,1.529
8532,0.002,0.012
8533,0.001,-0.273
8534,1.0,4.234
8535,1.0,7.082
8536,1.0,6.025
8537,0.948,1.838
8538,0.0,-0.164
8539,0.0,-2.111
8540,0.994,7.698
8541,0.789,-0.001
8542,1.0,4.873
8543,1.0,5.979
8544,0.0,-1.073
8545,0.001,-0.162
8546,0.913,6.485
8547,0.645,-0.047
8548,0.986,2.095
8549,1.0,5.338
8550,0.979,0.26
8551,1.0,7.698
8552,1.0,7.698
8553,0.0,-0.523
8554,0.0,-2.825
8555,0.0,-0.394
8556,0.0,-0.92
8557,0.003,0.867
8558,0.024,0.518
8559,0.11,0.636
8560,1.0,7.591
8561,1.0,5.859
8562,0.0,-8.846
8563,0.0,0.161
8564,0.0,0.352
8565,0.0,-0.795
8566,0.0,-4.788
8567,0.001,1.102
8568,0.0,-2.962
8569,0.0,-1.899
8570,0.759,3.274
8571,0.698,0.165
8572,1.0,4.564
8573,1.0,5.555
8574,0.0,-10.997
8575,0.0,-1.177
8576,0.431,3.929
8577,0.0,-12.509
8578,0.932,1.513
8579,0.97,5.834
8580,0.0,-3.737
8581,0.0,-0.404
8582,0.062,2.637
8583,0.0,-7.094
8584,0.0,-0.976
8585,0.0,0.503
8586,0.0,-7.625
8587,0.0,-2.421
8588,0.0,-0.34
8589,0.0,-15.654
8590,0.0,-5.485
8591,0.173,3.2
8592,0.0,-6.275
8593,0.979,2.34
8594,0.988,4.715
8595,0.0,-7.426
8596,0.018,0.475
8597,0.462,3.971
8598,0.0,-4.544
8599,0.0,-2.892
8600,0.0,0.913
8601,0.0,-3.753
8602,0.0,-0.305
8603,0.432,3.928
8604,0.0,-8.134
8605,1.0,5.829
8606,1.0,5.874
8607,0.0,-10.4
8608,0.0,-0.654
8609,0.0,-0.041
8610,0.0,-5.867
8611,0.0,-2.58
8612,0.497,3.197
8613,0.0,-20.0
8614,0.0,-1.33
8615,0.972,7.698
8616,0.0,-2.253
8617,0.0,-1.085
8618,0.0,0.809
8619,0.0,-7.898
8620,0.0,0.053
8621,0.0,1.272
8622,0.0,-13.531
8623,0.0,-3.722
8624,0.0,0.557
8625,0.0,-6.049
8626,0.0,0.345
8627,0.002,1.801
8628,0.0,-12.087
8629,0.0,0.029
8630,0.0,-1.123
8631,0.0,-11.096
8632,0.006,1.642
8633,0.006,1.141
8634,0.0,-1.591
8635,0.048,0.394
8636,0.672,4.057
8637,0.0,-0.058
8638,0.0,-3.39
8639,0.172,3.181
8640,0.0,-9.202
8641,0.003,2.086
8642,0.0,-1.663
8643,0.0,-6.472
8644,1.0,5.821
8645,1.0,5.914
8646,0.0,-2.312
8647,0.822,2.064
8648,0.881,3.218
8649,0.0,-12.064
8650,0.0,-7.755
8651,0.121,2.932
8652,0.0,-9.21
8653,0.0,-6.719
8654,0.0,-0.031
8655,0.0,-10.181
8656,0.0,-3.292
8657,0.007,2.379
8658,0.0,-20.0
8659,0.0,-2.307
8660,0.161,3.137
8661,0.0,-10.079
8662,1.0,4.734
8663,1.0,7.017
8664,0.024,0.496
8665,0.0,-0.086
8666,0.0,-0.238
8667,0.0,-1.046
8668,0.988,2.541
8669,0.991,3.234
8670,0.01,0.382
8671,0.0,-6.618
8672,0.018,2.105
8673,0.0,-2.482
8674,0.0,-0.761
8675,0.018,2.095
8676,0.0,-9.904
8677,0.0,-1.595
8678,0.0,1.128
8679,0.0,-1.066
8680,0.0,-1.605
8681,0.003,1.024
8682,0.0,-15.955
8683,0.0,0.046
8684,0.002,1.31
8685,0.0,-6.179
8686,0.0,-0.126
8687,0.004,2.037
8688,0.0,-4.507
8689,0.985,2.729
8690,1.0,8.943
8691,1.0,1.651
8692,1.0,7.591
8693,1.0,7.142
8694,1.0,4.119
8695,0.899,0.069
8696,0.997,7.698
8697,0.0,-0.824
8698,0.012,0.291
8699,0.971,7.685
8700,0.0,-1.519
8701,0.0,-5.681
8702,0.0,-2.407
8703,0.0,-9.501
8704,0.99,6.326
8705,0.968,1.994
8706,0.0,-14.23
8707,0.001,-0.08
8708,0.889,6.41
8709,0.0,-4.849
8710,0.0,1.432
8711,0.0,0.59
8712,0.0,-2.457
8713,0.0,-5.261
8714,0.0,-3.097
8715,0.0,-6.702
8716,0.0,1.001
8717,0.0,0.167
8718,0.0,-0.689
8719,0.998,2.616
8720,1.0,7.766
8721,0.0,-3.09
8722,0.004,2.068
8723,0.001,0.87
8724,0.0,-0.849
8725,0.566,2.793
8726,0.57,2.956
8727,0.0,-1.682
8728,1.0,5.976
8729,1.0,6.548
8730,0.702,1.502
8731,0.187,-0.424
8732,0.432,4.755
8733,0.0,-15.955
8734,0.0,-1.093
8735,0.102,3.042
8736,0.0,-6.375
8737,0.251,0.946
8738,0.923,5.92
8739,0.0,-1.092
8740,0.0,-3.17
8741,0.679,4.689
8742,0.0,-5.629
8743,0.0,0.612
8744,0.0,-0.273
8745,0.0,-9.85
8746,0.926,1.874
8747,0.944,4.675
8748,0.0,-10.649
8749,0.0,-1.002
8750,0.901,5.912
8751,0.0,-2.302
8752,0.992,4.864
8753,0.989,2.55
8754,0.0,-2.919
8755,0.0,-5.919
8756,0.002,1.295
8757,0.0,-8.084
8758,0.572,0.957
8759,0.737,3.84
8760,0.0,-2.853
8761,0.615,1.474
8762,0.868,4.637
8763,0.0,-7.924
8764,0.0,-0.044
8765,0.0,0.679
8766,0.0,-9.984
8767,0.0,-0.423
8768,0.0,0.842
8769,0.0,-6.579
8770,0.004,0.502
8771,0.056,2.892
8772,0.0,-10.134
8773,1.0,8.623
8774,1.0,6.823
8775,0.0,-4.253
8776,0.011,0.218
8777,0.861,5.698
8778,0.0,-20.0
8779,0.0,-3.881
8780,0.838,4.606
8781,0.548,-0.051
8782,1.0,6.215
8783,1.0,7.749
8784,0.0,-15.176
8785,0.007,0.218
8786,0.909,5.965
8787,0.0,-9.867
8788,0.0,-2.014
8789,0.063,2.621
8790,0.0,-7.016
8791,1.0,7.538
8792,1.0,7.538
8793,0.0,-20.0
8794,0.533,0.962
8795,0.939,7.069
8796,0.0,-2.014
8797,0.921,2.351
8798,0.942,4.706
8799,0.0,-3.307
8800,1.0,5.921
8801,1.0,3.809
8802,0.0,-6.785
8803,1.0,7.089
8804,0.998,3.833
8805,0.0,-8.028
8806,1.0,5.822
8807,0.999,4.72
8808,0.0,-13.662
8809,1.0,7.143
8810,1.0,4.748
8811,0.0,-15.353
8812,1.0,7.149
8813,1.0,7.596
8814,0.0,-10.382
8815,1.0,7.554
8816,1.0,8.899
8817,0.523,1.19
8818,0.267,-0.115
8819,0.931,5.949
8820,0.0,-2.441
8821,0.999,3.947
8822,0.999,4.74
8823,0.0,-15.353
8824,0.108,0.909
8825,0.535,3.999
8826,0.022,-0.63
8827,1.0,7.141
8828,1.0,8.95
8829,0.0,-4.719
8830,0.0,-1.036
8831,0.98,7.704
8832,0.294,-0.477
8833,0.995,2.47
8834,0.997,3.55
8835,0.0,-10.509
8836,0.012,0.235
8837,0.972,7.704
8838,0.0,-1.937
8839,1.0,6.527
8840,1.0,5.878
8841,0.0,-12.424
8842,0.047,0.544
8843,0.858,4.852
8844,0.0,-7.51
8845,1.0,5.882
8846,1.0,5.881
8847,0.0,-10.753
8848,0.0,-0.793
8849,0.911,5.982
8850,0.0,-6.35
8851,1.0,5.983
8852,1.0,9.521
8853,0.981,1.547
8854,0.945,0.452
8855,0.949,3.18
8856,0.0,-15.0
8857,0.996,6.42
8858,0.679,1.22
8859,0.0,-10.451
8860,0.001,0.266
8861,0.094,3.819
8862,0.0,-9.807
8863,1.0,3.795
8864,1.0,4.006
8865,0.0,-4.398
8866,0.0,-1.284
8867,0.475,4.009
8868,0.0,-6.442
8869,0.0,-0.012
8870,0.0,-1.213
8871,0.0,-3.024
8872,1.0,9.597
8873,1.0,6.21
8874,0.0,-20.0
8875,0.038,0.316
8876,0.973,7.704
8877,0.0,-6.734
8878,0.064,0.393
8879,0.711,3.993
8880,0.0,-2.909
8881,0.0,0.393
8882,0.01,2.213
8883,0.0,-6.581
8884,0.995,3.358
8885,1.0,8.922
8886,0.228,0.435
8887,0.222,1.325
8888,0.211,2.068
8889,0.0,-20.0
8890,1.0,4.839
8891,1.0,6.326
8892,0.0,-1.123
8893,0.0,-2.069
8894,0.0,-2.56
8895,0.0,-7.322
8896,0.987,2.321
8897,0.99,4.727
8898,0.0,-7.336
8899,0.0,-0.653
8900,0.919,5.926
8901,0.168,-0.282
8902,0.992,3.935
8903,0.972,1.968
8904,0.0,-6.727
8905,1.0,5.863
8906,1.0,7.136
8907,0.0,-1.953
8908,0.055,0.435
8909,0.974,7.704
8910,0.0,-9.271
8911,0.0,-0.135
8912,0.972,7.701
8913,0.0,-7.432
8914,1.0,4.78
8915,1.0,5.873
8916,0.0,-4.656
8917,1.0,4.707
8918,1.0,5.936
8919,1.0,2.957
8920,1.0,7.791
8921,1.0,7.79
8922,0.0,-9.444
8923,1.0,7.128
8924,1.0,4.786
8925,0.0,-10.775
8926,0.965,2.563
8927,0.986,5.904
8928,0.0,-20.0
8929,0.0,-0.711
8930,0.0,-0.382
8931,0.0,-14.699
8932,0.0,-0.087
8933,0.0,-0.484
8934,0.0,-20.0
8935,0.001,-0.004
8936,0.973,7.727
8937,0.0,-8.232
8938,1.0,7.172
8939,1.0,4.876
8940,0.0,-5.855
8941,1.0,4.797
8942,1.0,5.892
8943,0.0,-14.557
8944,0.354,1.768
8945,0.385,2.586
8946,0.0,-1.951
8947,0.003,0.141
8948,0.916,6.01
8949,0.0,-2.479
8950,0.658,1.49
8951,0.991,7.713
8952,0.0,-5.415
8953,0.0,-0.316
8954,0.477,4.015
8955,0.0,-4.469
8956,1.0,8.962
8957,1.0,7.713
8958,0.0,-6.406
8959,1.0,3.898
8960,1.0,7.106
8961,0.985,0.455
8962,1.0,8.962
8963,1.0,5.859
8964,0.0,-8.101
8965,1.0,5.921
8966,1.0,3.992
8967,0.0,-5.613
8968,1.0,8.962
8969,1.0,9.61
8970,0.0,-0.578
8971,0.001,-0.071
8972,0.998,7.713
8973,0.0,-7.504
8974,0.024,0.186
8975,0.973,7.713
8976,0.0,-3.037
8977,1.0,8.962
8978,1.0,7.713
8979,0.057,-0.731
8980,1.0,4.783
8981,1.0,5.182
8982,0.878,0.055
8983,1.0,7.606
8984,1.0,5.797
8985,0.0,-12.405
8986,0.0,-5.361
8987,0.9,5.912
8988,0.0,-2.478
8989,1.0,7.779
8990,0.998,3.907
8991,0.0,-9.421
8992,0.0,-0.698
8993,0.903,5.929
8994,0.001,-1.443
8995,1.0,9.544
8996,1.0,5.534
8997,0.0,-12.313
8998,0.998,2.771
8999,1.0,4.786
9000,0.0,-8.88
9001,0.825,1.649
9002,0.994,5.512
9003,0.0,-3.575
9004,0.0,-0.474
9005,0.912,5.991
9006,0.0,-5.759
9007,1.0,7.148
9008,1.0,7.606
9009,0.0,-6.862
9010,1.0,9.61
9011,1.0,5.884
9012,0.0,-14.353
9013,1.0,7.16
9014,1.0,7.152
9015,0.0,-2.639
9016,0.762,1.597
9017,0.979,5.986
9018,0.0,-9.372
9019,1.0,8.962
9020,1.0,4.786
9021,0.0,-7.415
9022,1.0,7.745
9023,1.0,7.606
9024,0.0,-2.38
9025,1.0,6.541
9026,1.0,7.75
9027,0.0,-20.0
9028,0.999,4.777
9029,1.0,8.962
9030,0.0,-4.583
9031,0.0,-1.355
9032,0.913,5.993
9033,0.0,-9.044
9034,0.0,-1.738
9035,0.972,7.713
9036,0.0,-7.291
9037,1.0,5.971
9038,1.0,5.965
9039,0.0,-7.782
9040,0.998,3.885
9041,1.0,7.169
9042,0.0,-1.116
9043,0.0,-1.542
9044,0.75,4.875
9045,0.0,-1.969
9046,1.0,4.916
9047,1.0,4.842
9048,0.0,-6.831
9049,0.997,2.645
9050,0.998,4.552
9051,0.0,-3.425
9052,0.0,0.526
9053,0.0,1.267
9054,0.0,-7.606
9055,0.992,2.296
9056,0.997,5.853
9057,0.0,-12.005
9058,0.0,0.025
9059,0.0,0.839
9060,0.0,-11.731
9061,0.0,-0.285
9062,0.014,2.013
9063,0.0,-2.057
9064,0.0,0.408
9065,0.0,-0.22
9066,0.0,-12.177
9067,0.0,-0.926
9068,0.909,5.965
9069,0.0,-9.646
9070,0.0,-4.965
9071,0.0,-0.102
9072,0.0,-1.417
9073,0.0,-0.888
9074,0.0,0.202
9075,0.0,-20.0
9076,0.609,2.42
9077,0.628,2.591
9078,0.0,-9.59
9079,0.003,2.243
9080,0.0,-0.311
9081,0.0,-1.066
9082,0.0,-1.088
9083,0.0,-0.047
9084,0.0,-20.0
9085,0.0,-5.619
9086,0.0,0.082
9087,0.0,-3.768
9088,0.0,-0.829
9089,0.003,1.661
9090,0.0,-5.026
9091,0.047,0.419
9092,0.308,4.713
9093,0.0,-14.676
9094,0.0,-8.165
9095,0.0,-0.852
9096,0.0,-8.533
9097,0.0,-1.147
9098,0.749,4.874
9099,0.0,-10.302
9100,0.991,5.028
9101,0.985,3.196
9102,0.0,-7.391
9103,0.0,-1.488
9104,0.0,0.607
9105,0.0,-2.224
9106,0.0,-0.633
9107,0.0,-0.87
9108,0.0,-9.297
9109,0.0,-0.985
9110,0.742,4.854
9111,0.0,-11.589
9112,0.0,-1.276
9113,0.971,7.678
9114,0.0,-9.428
9115,0.0,-4.359
9116,0.475,4.011
9117,0.0,-12.881
9118,0.0,-4.739
9119,0.748,4.87
9120,0.0,-7.373
9121,0.003,0.145
9122,0.973,7.713
9123,0.0,-7.471
9124,0.97,5.914
9125,0.909,2.081
9126,0.0,-9.741
9127,0.0,0.103
9128,0.166,3.166
9129,0.0,-15.477
9130,0.025,0.403
9131,0.97,7.647
9132,0.0,-4.54
9133,1.0,9.524
9134,1.0,8.815
9135,0.0,-0.198
9136,0.001,-0.221
9137,0.453,3.967
9138,0.0,-7.133
9139,1.0,6.426
9140,1.0,4.695
9141,0.0,-9.378
9142,1.0,6.41
9143,1.0,7.604
9144,0.0,-3.557
9145,1.0,9.468
9146,1.0,5.771
9147,0.0,-8.664
9148,0.0,-2.564
9149,0.906,5.93
9150,0.038,-0.543
9151,1.0,8.91
9152,1.0,7.671
9153,0.0,-2.706
9154,1.0,7.563
9155,1.0,8.91
9156,1.0,1.549
9157,1.0,7.697
9158,1.0,7.563
9159,0.0,-7.894
9160,1.0,5.953
9161,1.0,7.111
9162,0.0,-4.019
9163,1.0,6.495
9164,1.0,7.671
9165,0.0,-13.669
9166,1.0,5.948
9167,1.0,7.671
9168,0.0,-3.19
9169,0.921,2.965
9170,0.916,2.533
9171,0.0,-15.955
9172,0.042,0.535
9173,0.763,4.879
9174,0.0,-11.817
9175,0.0,-0.192
9176,0.911,5.978
9177,0.0,-1.149
9178,0.068,0.441
9179,0.974,7.713
9180,0.0,-3.232
9181,1.0,5.908
9182,1.0,4.219
9183,0.387,-0.028
9184,0.508,0.84
9185,0.986,7.687
9186,0.0,-15.256
9187,1.0,7.69
9188,1.0,8.933
9189,0.0,-1.797
9190,0.0,-3.221
9191,1.0,7.69
9192,1.0,1.173
9193,1.0,3.178
9194,1.0,5.959
9195,0.031,-0.749
9196,1.0,4.691
9197,1.0,7.168
9198,0.005,-1.055
9199,1.0,7.062
9200,1.0,7.124
9201,0.0,-2.544
9202,0.0,0.199
9203,0.003,1.566
9204,0.0,-5.001
9205,1.0,4.884
9206,1.0,6.745
9207,1.0,8.962
9208,1.0,7.713
9209,1.0,7.778
9210,1.0,1.478
9211,0.993,3.198
9212,0.001,-1.552
9213,1.0,7.606
9214,1.0,7.169
9215,1.0,2.46
9216,1.0,3.917
9217,1.0,5.956
9218,1.0,3.543
9219,0.997,1.812
9220,0.925,2.032
9221,0.0,-6.93
9222,1.0,4.775
9223,1.0,8.962
9224,0.0,-2.034
9225,0.976,2.044
9226,0.983,4.785
9227,0.0,-6.258
9228,1.0,5.987
9229,0.995,3.459
9230,0.0,-5.681
9231,1.0,5.89
9232,1.0,8.962
9233,0.0,-1.653
9234,1.0,7.163
9235,1.0,5.951
9236,1.0,7.096
9237,1.0,9.468
9238,1.0,4.761
9239,0.0,-8.521
9240,1.0,5.015
9241,1.0,8.802
9242,0.376,-0.231
9243,1.0,7.54
9244,1.0,7.54
9245,0.0,-9.785
9246,1.0,8.91
9247,1.0,7.716
9248,1.0,1.23
9249,1.0,5.844
9250,1.0,5.822
9251,0.0,-13.243
9252,1.0,7.671
9253,1.0,9.554
9254,0.999,0.921
9255,1.0,4.703
9256,1.0,4.787
9257,0.0,-11.392
9258,0.0,-0.299
9259,0.753,4.881
9260,0.0,-8.304
9261,0.968,3.412
9262,0.97,3.911
9263,0.0,-2.164
9264,1.0,5.586
9265,1.0,7.795
9266,0.0,-2.239
9267,1.0,7.762
9268,1.0,5.892
9269,0.0,-8.164
9270,0.0,-0.481
9271,0.042,2.513
9272,0.0,-8.665
9273,1.0,4.71
9274,1.0,4.763
9275,0.0,-6.643
9276,1.0,3.348
9277,1.0,7.619
9278,0.0,-2.382
9279,0.101,0.675
9280,0.976,7.727
9281,0.0,-14.282
9282,0.0,-0.239
9283,0.973,7.727
9284,0.0,-5.552
9285,0.0,-1.088
9286,0.73,4.89
9287,0.0,-3.355
9288,1.0,7.007
9289,1.0,5.865
9290,0.0,-3.908
9291,1.0,5.963
9292,1.0,4.772
9293,0.0,-11.425
9294,1.0,6.568
9295,1.0,7.754
9296,0.0,-11.898
9297,0.0,-1.224
9298,0.204,3.277
9299,0.0,-1.349
9300,0.0,-0.24
9301,0.0,-1.534
9302,0.0,-20.0
9303,0.95,3.518
9304,0.951,2.645
9305,0.031,-0.586
9306,1.0,7.727
9307,1.0,9.627
9308,1.0,2.404
9309,1.0,4.696
9310,1.0,7.727
9311,0.0,-5.753
9312,1.0,4.799
9313,1.0,7.077
9314,0.017,-0.407
9315,0.177,3.142
9316,0.001,0.091
9317,0.0,-4.318
9318,0.0,-0.059
9319,0.065,3.585
9320,0.0,-2.837
9321,0.006,1.197
9322,0.005,1.54
9323,0.0,-11.735
9324,0.0,-4.904
9325,0.0,-9.465
9326,0.0,-13.005
9327,0.0,-4.333
9328,0.0,-2.454
9329,0.0,-10.644
9330,0.0,-0.902
9331,0.972,7.713
9332,0.0,-8.964
9333,0.0,-1.643
9334,0.738,4.839
9335,0.0,-4.774
9336,0.0,-6.845
9337,0.0,-4.542
9338,0.0,-14.239
9339,0.0,-10.958
9340,0.209,3.288
9341,0.0,-2.561
9342,1.0,5.46
9343,1.0,5.563
9344,0.0,-11.163
9345,0.0,-3.408
9346,0.192,3.249
9347,0.0,-2.382
9348,0.0,-7.359
9349,0.0,-0.021
9350,0.0,-4.242
9351,0.0,0.295
9352,0.054,2.317
9353,0.0,-11.668
9354,0.009,2.537
9355,0.0,0.212
9356,0.0,-10.177
9357,0.0,-4.189
9358,0.0,-0.794
9359,0.0,-10.709
9360,0.0,-1.562
9361,0.973,7.727
9362,0.0,-10.082
9363,0.997,3.85
9364,0.998,5.602
9365,0.0,-20.0
9366,0.999,4.133
9367,1.0,5.991
9368,0.003,0.179
9369,0.0,0.221
9370,0.0,0.095
9371,0.0,-7.775
9372,1.0,4.791
9373,1.0,8.978
9374,1.0,2.935
9375,1.0,4.87
9376,1.0,6.525
9377,1.0,1.607
9378,1.0,7.727
9379,1.0,5.585
9380,1.0,2.402
9381,1.0,1.508
9382,1.0,5.551
9383,0.008,-0.781
9384,1.0,7.435
9385,1.0,7.167
9386,0.0,-4.086
9387,0.0,-0.082
9388,0.744,4.856
9389,0.0,-7.769
9390,0.0,-1.706
9391,0.914,5.999
9392,0.0,-11.232
9393,0.993,3.139
9394,1.0,4.016
9395,0.751,0.009
9396,1.0,9.61
9397,1.0,8.962
9398,0.957,0.812
9399,0.954,0.235
9400,1.0,7.738
9401,0.0,-10.756
9402,1.0,7.16
9403,1.0,4.777
9404,0.0,-10.69
9405,0.966,5.975
9406,0.625,0.954
9407,0.001,-1.493
9408,1.0,5.89
9409,1.0,5.745
9410,1.0,1.486
9411,1.0,6.567
9412,1.0,7.767
9413,0.0,-13.285
9414,1.0,5.827
9415,1.0,8.918
9416,0.004,-1.1
9417,1.0,5.85
9418,1.0,5.98
9419,0.0,-3.315
9420,1.0,7.151
9421,1.0,5.897
9422,0.0,-12.926
9423,0.0,-0.194
9424,0.0,0.657
9425,0.0,-13.109
9426,0.0,-0.53
9427,0.0,1.119
9428,0.0,-11.28
9429,1.0,5.574
9430,1.0,7.727
9431,0.0,-13.917
9432,1.0,7.619
9433,1.0,7.121
9434,1.0,4.165
9435,1.0,4.872
9436,1.0,8.978
9437,0.995,0.653
9438,1.0,2.254
9439,1.0,5.583
9440,0.0,-7.165
9441,0.0,-0.224
9442,0.973,7.727
9443,0.0,-7.699
9444,0.979,2.613
9445,0.998,4.703
9446,0.0,-2.603
9447,1.0,7.727
9448,1.0,5.95
9449,0.0,-7.09
9450,1.0,6.561
9451,1.0,9.627
9452,0.0,-15.109
9453,1.0,7.143
9454,1.0,6.004
9455,0.919,1.666
9456,0.708,0.156
9457,0.844,4.003
9458,0.0,-5.998
9459,0.0,-0.112
9460,0.973,7.727
9461,0.0,-8.549
9462,1.0,4.894
9463,1.0,4.891
9464,0.0,-3.157
9465,1.0,5.953
9466,1.0,5.99
9467,0.0,-2.419
9468,0.001,0.85
9469,0.005,1.943
9470,0.0,-5.309
9471,1.0,7.727
9472,1.0,4.783
9473,0.0,-4.334
9474,1.0,6.569
9475,1.0,8.978
9476,0.946,0.469
9477,1.0,3.377
9478,0.989,2.151
9479,0.0,-20.0
9480,0.886,1.614
9481,0.933,3.901
9482,0.0,-1.169
9483,1.0,7.727
9484,1.0,7.727
9485,0.001,-1.83
9486,1.0,4.895
9487,1.0,7.727
9488,0.0,-2.299
9489,0.0,-0.498
9490,0.012,2.139
9491,0.0,-12.527
9492,1.0,9.627
9493,1.0,7.795
9494,0.0,-13.005
9495,1.0,7.727
9496,1.0,7.727
9497,0.0,-3.564
9498,1.0,7.684
9499,1.0,7.684
9500,0.997,0.584
9501,1.0,5.958
9502,1.0,9.572
9503,1.0,3.575
9504,1.0,5.456
9505,1.0,7.577
9506,0.0,-14.75
9507,1.0,7.628
9508,1.0,7.687
9509,0.0,-4.545
9510,1.0,7.687
9511,1.0,5.796
9512,0.0,-2.662
9513,1.0,5.742
9514,1.0,7.175
9515,0.945,0.14
9516,1.0,2.482
9517,1.0,7.622
9518,0.0,-8.02
9519,1.0,8.981
9520,1.0,7.794
9521,0.0,-0.241
9522,0.001,-0.022
9523,0.911,5.983
9524,0.0,-2.751
9525,1.0,5.522
9526,0.981,2.601
9527,0.0,-9.265
9528,1.0,7.622
9529,0.998,3.906
9530,0.0,-14.129
9531,1.0,7.176
9532,1.0,7.622
9533,0.0,-14.557
9534,0.981,4.75
9535,0.973,3.023
9536,0.0,-14.199
9537,0.999,2.816
9538,1.0,7.187
9539,0.137,0.908
9540,0.0,-1.958
9541,0.992,6.006
9542,0.143,-0.064
9543,1.0,9.631
9544,1.0,9.631
9545,0.0,-5.392
9546,1.0,4.621
9547,1.0,3.299
9548,0.0,-11.458
9549,0.001,1.075
9550,0.0,0.528
9551,0.0,-0.885
9552,1.0,7.73
9553,1.0,7.8
9554,1.0,2.435
9555,1.0,4.727
9556,1.0,5.843
9557,0.0,-20.0
9558,1.0,7.47
9559,1.0,7.47
9560,0.0,-7.148
9561,0.006,1.166
9562,0.016,2.558
9563,0.0,-2.092
9564,1.0,6.455
9565,1.0,9.6
9566,0.0,-10.935
9567,0.991,3.228
9568,0.998,4.863
9569,0.0,-3.473
9570,0.0,-0.023
9571,0.0,-2.135
9572,0.0,-6.986
9573,0.996,3.48
9574,0.998,5.9
9575,0.0,-12.077
9576,0.0,-0.324
9577,0.912,5.99
9578,0.0,-7.393
9579,0.77,1.472
9580,0.992,8.981
9581,0.001,-1.385
9582,1.0,5.906
9583,1.0,7.622
9584,0.0,-7.812
9585,0.0,-2.302
9586,0.914,6.004
9587,0.002,-1.167
9588,1.0,4.47
9589,1.0,8.981
9590,1.0,2.828
9591,1.0,4.005
9592,1.0,7.73
9593,0.0,-20.0
9594,1.0,5.9
9595,1.0,7.622
9596,0.0,-20.0
9597,0.007,0.228
9598,0.912,5.98
9599,0.0,-7.708
9600,0.0,-0.426
9601,0.973,7.73
9602,0.0,-9.244
9603,1.0,8.981
9604,1.0,7.136
9605,0.0,-4.206
9606,1.0,7.136
9607,1.0,4.81
9608,0.0,-2.55
9609,0.811,1.343
9610,0.866,4.776
9611,0.0,-20.0
9612,0.832,1.407
9613,0.909,3.982
9614,0.0,-11.04
9615,0.002,0.057
9616,0.973,7.721
9617,0.0,-14.273
9618,0.0,-0.318
9619,0.914,6.0
9620,0.005,-0.924
9621,1.0,7.783
9622,1.0,7.558
9623,0.0,-6.611
9624,1.0,7.721
9625,1.0,5.896
9626,0.0,-11.657
9627,1.0,7.76
9628,1.0,7.788
9629,0.0,-4.091
9630,1.0,7.763
9631,1.0,5.998
9632,0.0,-20.0
