POS,LOCUS,BIOTYPE
7958,MT-CO2,protein_coding
7959,MT-CO2,protein_coding
7960,MT-CO2,protein_coding
7961,MT-CO2,protein_coding
7962,MT-CO2,protein_coding
7963,MT-CO2,protein_coding
7964,MT-CO2,protein_coding
7965,MT-CO2,protein_coding
7966,MT-CO2,protein_coding
7967,MT-CO2,protein_coding
7968,MT-CO2,protein_coding
7969,MT-CO2,protein_coding
7970,MT-CO2,protein_coding
7971,MT-CO2,protein_coding
7972,MT-CO2,protein_coding
7973,MT-CO2,protein_coding
7974,MT-CO2,protein_coding
7975,MT-CO2,protein_coding
7976,MT-CO2,protein_coding
7977,MT-CO2,protein_coding
7978,MT-CO2,protein_coding
7979,MT-CO2,protein_coding
7980,MT-CO2,protein_coding
7981,MT-CO2,protein_coding
7982,MT-CO2,protein_coding
7983,MT-CO2,protein_coding
7984,MT-CO2,protein_coding
7985,MT-CO2,protein_coding
7986,MT-CO2,protein_coding
7987,MT-CO2,protein_coding
7988,MT-CO2,protein_coding
7989,MT-CO2,protein_coding
7990,MT-CO2,protein_coding
7991,MT-CO2,protein_coding
7992,MT-CO2,protein_coding
7993,MT-CO2,protein_coding
7994,MT-CO2,protein_coding
7995,MT-CO2,protein_coding
7996,MT-CO2,protein_coding
7997,MT-CO2,protein_coding
7998,MT-CO2,protein_coding
7999,MT-CO2,protein_coding
8000,MT-CO2,protein_coding
8001,MT-CO2,protein_coding
8002,MT-CO2,protein_coding
8003,MT-CO2,protein_coding
8004,MT-CO2,protein_coding
8005,MT-CO2,protein_coding
8006,MT-CO2,protein_coding
8007,MT-CO2,protein_coding
8008,MT-CO2,protein_coding
8009,MT-CO2,protein_coding
8010,MT-CO2,protein_coding
8011,MT-CO2,protein_coding
8012,MT-CO2,protein_coding
8013,MT-CO2,protein_coding
8014,MT-CO2,protein_coding
8015,MT-CO2,protein_coding
8016,MT-CO2,protein_coding
8017,MT-CO2,protein_coding
8018,MT-CO2,protein_coding
8019,MT-CO2,protein_coding
8020,MT-CO2,protein_coding
8021,MT-CO2,protein_coding
8022,MT-CO2,protein_coding
8023,MT-CO2,protein_coding
8024,MT-CO2,protein_coding
8025,MT-CO2,protein_coding
8026,MT-CO2,protein_coding
8027,MT-CO2,protein_coding
8028,MT-CO2,protein_coding
8029,MT-CO2,protein_coding
8030,MT-CO2,protein_coding
8031,MT-CO2,protein_coding
8032,MT-CO2,protein_coding
8033,MT-CO2,protein_coding
8034,MT-CO2,protein_coding
8035,MT-CO2,protein_coding
8036,MT-CO2,protein_coding
8037,MT-CO2,protein_coding
8038,MT-CO2,protein_coding
8039,MT-CO2,protein_coding
8040,MT-CO2,protein_coding
8041,MT-CO2,protein_coding
8042,MT-CO2,protein_coding
8043,MT-CO2,protein_coding
8044,MT-CO2,protein_coding
8045,MT-CO2,protein_coding
8046,MT-CO2,protein_coding
8047,MT-CO2,protein_coding
8048,MT-CO2,protein_coding
8049,MT-CO2,protein_coding
8050,MT-CO2,protein_coding
8051,MT-CO2,protein_coding
8052,MT-CO2,protein_coding
8053,MT-CO2,protein_coding
8054,MT-CO2,protein_coding
8055,MT-CO2,protein_coding
8056,MT-CO2,protein_coding
8057,MT-CO2,protein_coding
8058,MT-CO2,protein_coding
8059,MT-CO2,protein_coding
8060,MT-CO2,protein_coding
8061,MT-CO2,protein_coding
8062,MT-CO2,protein_coding
8063,MT-CO2,protein_coding
8064,MT-CO2,protein_coding
8065,MT-CO2,protein_coding
8066,MT-CO2,protein_coding
8067,MT-CO2,protein_coding
8068,MT-CO2,protein_coding
8069,MT-CO2,protein_coding
8070,MT-CO2,protein_coding
8071,MT-CO2,protein_coding
8072,MT-CO2,protein_coding
8073,MT-CO2,protein_coding
8074,MT-CO2,protein_coding
8075,MT-CO2,protein_coding
8076,MT-CO2,protein_coding
8077,MT-CO2,protein_coding
8078,MT-CO2,protein_coding
8079,MT-CO2,protein_coding
8080,MT-CO2,protein_coding
8081,MT-CO2,protein_coding
8082,MT-CO2,protein_coding
8083,MT-CO2,protein_coding
8084,MT-CO2,protein_coding
8085,MT-CO2,protein_coding
8086,MT-CO2,protein_coding
8087,MT-CO2,protein_coding
8088,MT-CO2,protein_coding
8089,MT-CO2,protein_coding
8090,MT-CO2,protein_coding
8091,MT-CO2,protein_coding
8092,MT-CO2,protein_coding
8093,MT-CO2,protein_coding
8094,MT-CO2,protein_coding
8095,MT-CO2,protein_coding
8096,MT-CO2,protein_coding
8097,MT-CO2,protein_coding
8098,MT-CO2,protein_coding
8099,MT-CO2,protein_coding
8100,MT-CO2,protein_coding
8101,MT-CO2,protein_coding
8102,MT-CO2,protein_coding
8103,MT-CO2,protein_coding
8104,MT-CO2,protein_coding
8105,MT-CO2,protein_coding
8106,MT-CO2,protein_coding
8107,MT-CO2,protein_coding
8108,MT-CO2,protein_coding
8109,MT-CO2,protein_coding
8110,MT-CO2,protein_coding
8111,MT-CO2,protein_coding
8112,MT-CO2,protein_coding
8113,MT-CO2,protein_coding
8114,MT-CO2,protein_coding
8115,MT-CO2,protein_coding
8116,MT-CO2,protein_coding
8117,MT-CO2,protein_coding
8118,MT-CO2,protein_coding
8119,MT-CO2,protein_coding
8120,MT-CO2,protein_coding
8121,MT-CO2,protein_coding
8122,MT-CO2,protein_coding
8123,MT-CO2,protein_coding
8124,MT-CO2,protein_coding
8125,MT-CO2,protein_coding
8126,MT-CO2,protein_coding
8127,MT-CO2,protein_coding
8128,MT-CO2,protein_coding
8129,MT-CO2,protein_coding
8130,MT-CO2,protein_coding
8131,MT-CO2,protein_coding
8132,MT-CO2,protein_coding
8133,MT-CO2,protein_coding
8134,MT-CO2,protein_coding
8135,MT-CO2,protein_coding
8136,MT-CO2,protein_coding
8137,MT-CO2,protein_coding
8138,MT-CO2,protein_coding
8139,MT-CO2,protein_coding
8140,MT-CO2,protein_coding
8141,MT-CO2,protein_coding
8142,MT-CO2,protein_coding
8143,MT-CO2,protein_coding
8144,MT-CO2,protein_coding
8145,MT-CO2,protein_coding
8146,MT-CO2,protein_coding
8147,MT-CO2,protein_coding
8148,MT-CO2,protein_coding
8149,MT-CO2,protein_coding
8150,MT-CO2,protein_coding
8151,MT-CO2,protein_coding
8152,MT-CO2,protein_coding
8153,MT-CO2,protein_coding
8154,MT-CO2,protein_coding
8155,MT-CO2,protein_coding
8156,MT-CO2,protein_coding
8157,MT-CO2,protein_coding
8158,MT-CO2,protein_coding
8159,MT-CO2,protein_coding
8160,MT-CO2,protein_coding
8161,MT-CO2,protein_coding
8162,MT-CO2,protein_coding
8163,MT-CO2,protein_coding
8164,MT-CO2,protein_coding
8165,MT-CO2,protein_coding
8166,MT-CO2,protein_coding
8167,MT-CO2,protein_coding
8168,MT-CO2,protein_coding
8169,MT-CO2,protein_coding
8170,MT-CO2,protein_coding
8171,MT-CO2,protein_coding
8172,MT-CO2,protein_coding
8173,MT-CO2,protein_coding
8174,MT-CO2,protein_coding
8175,MT-CO2,protein_coding
8176,MT-CO2,protein_coding
8177,MT-CO2,protein_coding
8178,MT-CO2,protein_coding
8179,MT-CO2,protein_coding
8180,MT-CO2,protein_coding
8181,MT-CO2,protein_coding
8182,MT-CO2,protein_coding
8183,MT-CO2,protein_coding
8184,MT-CO2,protein_coding
8185,MT-CO2,protein_coding
8186,MT-CO2,protein_coding
8187,MT-CO2,protein_coding
8188,MT-CO2,protein_coding
8189,MT-CO2,protein_coding
8190,MT-CO2,protein_coding
8191,MT-CO2,protein_coding
8192,MT-CO2,protein_coding
8193,MT-CO2,protein_coding
8194,MT-CO2,protein_coding
8195,MT-CO2,protein_coding
8196,MT-CO2,protein_coding
8197,MT-CO2,protein_coding
8198,MT-CO2,protein_coding
8199,MT-CO2,protein_coding
8200,MT-CO2,protein_coding
8201,MT-CO2,protein_coding
8202,MT-CO2,protein_coding
8203,MT-CO2,protein_coding
8204,MT-CO2,protein_coding
8205,MT-CO2,protein_coding
8206,MT-CO2,protein_coding
8207,MT-CO2,protein_coding
8208,MT-CO2,protein_coding
8209,MT-CO2,protein_coding
8210,MT-CO2,protein_coding
8211,MT-CO2,protein_coding
8212,MT-CO2,protein_coding
8213,MT-CO2,protein_coding
8214,MT-CO2,protein_coding
8215,MT-CO2,protein_coding
8216,MT-CO2,protein_coding
8217,MT-CO2,protein_coding
8218,MT-CO2,protein_coding
8219,MT-CO2,protein_coding
8220,MT-CO2,protein_coding
8221,MT-CO2,protein_coding
8222,MT-CO2,protein_coding
8223,MT-CO2,protein_coding
8224,MT-CO2,protein_coding
8225,MT-CO2,protein_coding
8226,MT-CO2,protein_coding
8227,MT-CO2,protein_coding
8228,MT-CO2,protein_coding
8229,MT-CO2,protein_coding
8230,MT-CO2,protein_coding
8231,MT-CO2,protein_coding
8232,MT-CO2,protein_coding
8233,MT-CO2,protein_coding
8234,MT-CO2,protein_coding
8235,MT-CO2,protein_coding
8236,MT-CO2,protein_coding
8237,MT-CO2,protein_coding
8238,MT-CO2,protein_coding
8239,MT-CO2,protein_coding
8240,MT-CO2,protein_coding
8241,MT-CO2,protein_coding
8242,MT-CO2,protein_coding
8243,MT-CO2,protein_coding
8244,MT-CO2,protein_coding
8245,MT-CO2,protein_coding
8246,MT-CO2,protein_coding
8247,MT-CO2,protein_coding
8248,MT-CO2,protein_coding
8249,MT-CO2,protein_coding
8250,MT-CO2,protein_coding
8251,MT-CO2,protein_coding
8252,MT-CO2,protein_coding
8253,MT-CO2,protein_coding
8254,MT-CO2,protein_coding
8255,MT-CO2,protein_coding
8256,MT-CO2,protein_coding
8257,MT-CO2,protein_coding
8258,MT-CO2,protein_coding
8259,MT-CO2,protein_coding
8260,MT-CO2,protein_coding
8261,MT-CO2,protein_coding
8262,MT-CO2,protein_coding
8263,MT-CO2,protein_coding
8264,MT-CO2,protein_coding
8265,MT-CO2,protein_coding
8266,MT-CO2,protein_coding
8267,MT-CO2,protein_coding
8268,MT-CO2,protein_coding
8269,MT-CO2,protein_coding
8295,MT-TK,tRNA
8296,MT-TK,tRNA
8297,MT-TK,tRNA
8298,MT-TK,tRNA
8299,MT-TK,tRNA
8300,MT-TK,tRNA
8301,MT-TK,tRNA
8302,MT-TK,tRNA
8303,MT-TK,tRNA
8304,MT-TK,tRNA
8305,MT-TK,tRNA
8306,MT-TK,tRNA
8307,MT-TK,tRNA
8308,MT-TK,tRNA
8309,MT-TK,tRNA
8310,MT-TK,tRNA
8311,MT-TK,tRNA
8312,MT-TK,tRNA
8313,MT-TK,tRNA
8314,MT-TK,tRNA
8315,MT-TK,tRNA
8316,MT-TK,tRNA
8317,MT-TK,tRNA
8318,MT-TK,tRNA
8319,MT-TK,tRNA
8320,MT-TK,tRNA
8321,MT-TK,tRNA
8322,MT-TK,tRNA
8323,MT-TK,tRNA
8324,MT-TK,tRNA
8325,MT-TK,tRNA
8326,MT-TK,tRNA
8327,MT-TK,tRNA
8328,MT-TK,tRNA
8329,MT-TK,tRNA
8330,MT-TK,tRNA
8331,MT-TK,tRNA
8332,MT-TK,tRNA
8333,MT-TK,tRNA
8334,MT-TK,tRNA
8335,MT-TK,tRNA
8336,MT-TK,tRNA
8337,MT-TK,tRNA
8338,MT-TK,tRNA
8339,MT-TK,tRNA
8340,MT-TK,tRNA
8341,MT-TK,tRNA
8342,MT-TK,tRNA
8343,MT-TK,tRNA
8344,MT-TK,tRNA
8345,MT-TK,tRNA
8346,MT-TK,tRNA
8347,MT-TK,tRNA
8348,MT-TK,tRNA
8349,MT-TK,tRNA
8350,MT-TK,tRNA
8351,MT-TK,tRNA
8352,MT-TK,tRNA
8353,MT-TK,tRNA
8354,MT-TK,tRNA
8355,MT-TK,tRNA
8356,MT-TK,tRNA
8357,MT-TK,tRNA
8358,MT-TK,tRNA
8359,MT-TK,tRNA
8360,MT-TK,tRNA
8361,MT-TK,tRNA
8362,MT-TK,tRNA
8363,MT-TK,tRNA
8364,MT-TK,tRNA
8366,MT-ATP8,protein_coding
8367,MT-ATP8,protein_coding
8368,MT-ATP8,protein_coding
8369,MT-ATP8,protein_coding
8370,MT-ATP8,protein_coding
8371,MT-ATP8,protein_coding
8372,MT-ATP8,protein_coding
8373,MT-ATP8,protein_coding
8374,MT-ATP8,protein_coding
8375,MT-ATP8,protein_coding
8376,MT-ATP8,protein_coding
8377,MT-ATP8,protein_coding
8378,MT-ATP8,protein_coding
8379,MT-ATP8,protein_coding
8380,MT-ATP8,protein_coding
8381,MT-ATP8,protein_coding
8382,MT-ATP8,protein_coding
8383,MT-ATP8,protein_coding
8384,MT-ATP8,protein_coding
8385,MT-ATP8,protein_coding
8386,MT-ATP8,protein_coding
8387,MT-ATP8,protein_coding
8388,MT-ATP8,protein_coding
8389,MT-ATP8,protein_coding
8390,MT-ATP8,protein_coding
8391,MT-ATP8,protein_coding
8392,MT-ATP8,protein_coding
8393,MT-ATP8,protein_coding
8394,MT-ATP8,protein_coding
8395,MT-ATP8,protein_coding
8396,MT-ATP8,protein_coding
8397,MT-ATP8,protein_coding
8398,MT-ATP8,protein_coding
8399,MT-ATP8,protein_coding
8400,MT-ATP8,protein_coding
8401,MT-ATP8,protein_coding
8402,MT-ATP8,protein_coding
8403,MT-ATP8,protein_coding
8404,MT-ATP8,protein_coding
8405,MT-ATP8,protein_coding
8406,MT-ATP8,protein_coding
8407,MT-ATP8,protein_coding
8408,MT-ATP8,protein_coding
8409,MT-ATP8,protein_coding
8410,MT-ATP8,protein_coding
8411,MT-ATP8,protein_coding
8412,MT-ATP8,protein_coding
8413,MT-ATP8,protein_coding
8414,MT-ATP8,protein_coding
8415,MT-ATP8,protein_coding
8416,MT-ATP8,protein_coding
8417,MT-ATP8,protein_coding
8418,MT-ATP8,protein_coding
8419,MT-ATP8,protein_coding
8420,MT-ATP8,protein_coding
8421,MT-ATP8,protein_coding
8422,MT-ATP8,protein_coding
8423,MT-ATP8,protein_coding
8424,MT-ATP8,protein_coding
8425,MT-ATP8,protein_coding
8426,MT-ATP8,protein_coding
8427,MT-ATP8,protein_coding
8428,MT-ATP8,protein_coding
8429,MT-ATP8,protein_coding
8430,MT-ATP8,protein_coding
8431,MT-ATP8,protein_coding
8432,MT-ATP8,protein_coding
8433,MT-ATP8,protein_coding
8434,MT-ATP8,protein_coding
8435,MT-ATP8,protein_coding
8436,MT-ATP8,protein_coding
8437,MT-ATP8,protein_coding
8438,MT-ATP8,protein_coding
8439,MT-ATP8,protein_coding
8440,MT-ATP8,protein_coding
8441,MT-ATP8,protein_coding
8442,MT-ATP8,protein_coding
8443,MT-ATP8,protein_coding
8444,MT-ATP8,protein_coding
8445,MT-ATP8,protein_coding
8446,MT-ATP8,protein_coding
8447,MT-ATP8,protein_coding
8448,MT-ATP8,protein_coding
8449,MT-ATP8,protein_coding
8450,MT-ATP8,protein_coding
8451,MT-ATP8,protein_coding
8452,MT-ATP8,protein_coding
8453,MT-ATP8,protein_coding
8454,MT-ATP8,protein_coding
8455,MT-ATP8,protein_coding
8456,MT-ATP8,protein_coding
8457,MT-ATP8,protein_coding
8458,MT-ATP8,protein_coding
8459,MT-ATP8,protein_coding
8460,MT-ATP8,protein_coding
8461,MT-ATP8,protein_coding
8462,MT-ATP8,protein_coding
8463,MT-ATP8,protein_coding
8464,MT-ATP8,protein_coding
8465,MT-ATP8,protein_coding
8466,MT-ATP8,protein_coding
8467,MT-ATP8,protein_coding
8468,MT-ATP8,protein_coding
8469,MT-ATP8,protein_coding
8470,MT-ATP8,protein_coding
8471,MT-ATP8,protein_coding
8472,MT-ATP8,protein_coding
8473,MT-ATP8,protein_coding
8474,MT-ATP8,protein_coding
8475,MT-ATP8,protein_coding
8476,MT-ATP8,protein_coding
8477,MT-ATP8,protein_coding
8478,MT-ATP8,protein_coding
8479,MT-ATP8,protein_coding
8480,MT-ATP8,protein_coding
8481,MT-ATP8,protein_coding
8482,MT-ATP8,protein_coding
8483,MT-ATP8,protein_coding
8484,MT-ATP8,protein_coding
8485,MT-ATP8,protein_coding
8486,MT-ATP8,protein_coding
8487,MT-ATP8,protein_coding
8488,MT-ATP8,protein_coding
8489,MT-ATP8,protein_coding
8490,MT-ATP8,protein_coding
8491,MT-ATP8,protein_coding
8492,MT-ATP8,protein_coding
8493,MT-ATP8,protein_coding
8494,MT-ATP8,protein_coding
8495,MT-ATP8,protein_coding
8496,MT-ATP8,protein_coding
8497,MT-ATP8,protein_coding
8498,MT-ATP8,protein_coding
8499,MT-ATP8,protein_coding
8500,MT-ATP8,protein_coding
8501,MT-ATP8,protein_coding
8502,MT-ATP8,protein_coding
8503,MT-ATP8,protein_coding
8504,MT-ATP8,protein_coding
8505,MT-ATP8,protein_coding
8506,MT-ATP8,protein_coding
8507,MT-ATP8,protein_coding
8508,MT-ATP8,protein_coding
8509,MT-ATP8,protein_coding
8510,MT-ATP8,protein_coding
8511,MT-ATP8,protein_coding
8512,MT-ATP8,protein_coding
8513,MT-ATP8,protein_coding
8514,MT-ATP8,protein_coding
8515,MT-ATP8,protein_coding
8516,MT-ATP8,protein_coding
8517,MT-ATP8,protein_coding
8518,MT-ATP8,protein_coding
8519,MT-ATP8,protein_coding
8520,MT-ATP8,protein_coding
8521,MT-ATP8,protein_coding
8522,MT-ATP8,protein_coding
8523,MT-ATP8,protein_coding
8524,MT-ATP8,protein_coding
8525,MT-ATP8,protein_coding
8526,MT-ATP8,protein_coding
8527,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8528,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8529,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8530,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8531,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8532,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8533,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8534,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8535,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8536,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8537,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8538,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8539,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8540,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8541,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8542,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8543,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8544,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8545,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8546,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8547,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8548,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8549,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8550,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8551,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8552,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8553,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8554,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8555,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8556,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8557,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8558,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8559,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8560,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8561,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8562,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8563,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8564,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8565,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8566,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8567,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8568,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8569,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8570,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8571,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8572,MT-ATP8;MT-ATP6,protein_coding;protein_coding
8573,MT-ATP6,protein_coding
8574,MT-ATP6,protein_coding
8575,MT-ATP6,protein_coding
8576,MT-ATP6,protein_coding
8577,MT-ATP6,protein_coding
8578,MT-ATP6,protein_coding
8579,MT-ATP6,protein_coding
8580,MT-ATP6,protein_coding
8581,MT-ATP6,protein_coding
8582,MT-ATP6,protein_coding
8583,MT-ATP6,protein_coding
8584,MT-ATP6,protein_coding
8585,MT-ATP6,protein_coding
8586,MT-ATP6,protein_coding
8587,MT-ATP6,protein_coding
8588,MT-ATP6,protein_coding
8589,MT-ATP6,protein_coding
8590,MT-ATP6,protein_coding
8591,MT-ATP6,protein_coding
8592,MT-ATP6,protein_coding
8593,MT-ATP6,protein_coding
8594,MT-ATP6,protein_coding
8595,MT-ATP6,protein_coding
8596,MT-ATP6,protein_coding
8597,MT-ATP6,protein_coding
8598,MT-ATP6,protein_coding
8599,MT-ATP6,protein_coding
8600,MT-ATP6,protein_coding
8601,MT-ATP6,protein_coding
8602,MT-ATP6,protein_coding
8603,MT-ATP6,protein_coding
8604,MT-ATP6,protein_coding
8605,MT-ATP6,protein_coding
8606,MT-ATP6,protein_coding
8607,MT-ATP6,protein_coding
8608,MT-ATP6,protein_coding
8609,MT-ATP6,protein_coding
8610,MT-ATP6,protein_coding
8611,MT-ATP6,protein_coding
8612,MT-ATP6,protein_coding
8613,MT-ATP6,protein_coding
8614,MT-ATP6,protein_coding
8615,MT-ATP6,protein_coding
8616,MT-ATP6,protein_coding
8617,MT-ATP6,protein_coding
8618,MT-ATP6,protein_coding
8619,MT-ATP6,protein_coding
8620,MT-ATP6,protein_coding
8621,MT-ATP6,protein_coding
8622,MT-ATP6,protein_coding
8623,MT-ATP6,protein_coding
8624,MT-ATP6,protein_coding
8625,MT-ATP6,protein_coding
8626,MT-ATP6,protein_coding
8627,MT-ATP6,protein_coding
8628,MT-ATP6,protein_coding
8629,MT-ATP6,protein_coding
8630,MT-ATP6,protein_coding
8631,MT-ATP6,protein_coding
8632,MT-ATP6,protein_coding
8633,MT-ATP6,protein_coding
8634,MT-ATP6,protein_coding
8635,MT-ATP6,protein_coding
8636,MT-ATP6,protein_coding
8637,MT-ATP6,protein_coding
8638,MT-ATP6,protein_coding
8639,MT-ATP6,protein_coding
8640,MT-ATP6,protein_coding
8641,MT-ATP6,protein_coding
8642,MT-ATP6,protein_coding
8643,MT-ATP6,protein_coding
8644,MT-ATP6,protein_coding
8645,MT-ATP6,protein_coding
8646,MT-ATP6,protein_coding
8647,MT-ATP6,protein_coding
8648,MT-ATP6,protein_coding
8649,MT-ATP6,protein_coding
8650,MT-ATP6,protein_coding
8651,MT-ATP6,protein_coding
8652,MT-ATP6,protein_coding
8653,MT-ATP6,protein_coding
8654,MT-ATP6,protein_coding
8655,MT-ATP6,protein_coding
8656,MT-ATP6,protein_coding
8657,MT-ATP6,protein_coding
8658,MT-ATP6,protein_coding
8659,MT-ATP6,protein_coding
8660,MT-ATP6,protein_coding
8661,MT-ATP6,protein_coding
8662,MT-ATP6,protein_coding
8663,MT-ATP6,protein_coding
8664,MT-ATP6,protein_coding
8665,MT-ATP6,protein_coding
8666,MT-ATP6,protein_coding
8667,MT-ATP6,protein_coding
8668,MT-ATP6,protein_coding
8669,MT-ATP6,protein_coding
8670,MT-ATP6,protein_coding
8671,MT-ATP6,protein_coding
8672,MT-ATP6,protein_coding
8673,MT-ATP6,protein_coding
8674,MT-ATP6,protein_coding
8675,MT-ATP6,protein_coding
8676,MT-ATP6,protein_coding
8677,MT-ATP6,protein_coding
8678,MT-ATP6,protein_coding
8679,MT-ATP6,protein_coding
8680,MT-ATP6,protein_coding
8681,MT-ATP6,protein_coding
8682,MT-ATP6,protein_coding
8683,MT-ATP6,protein_coding
8684,MT-ATP6,protein_coding
8685,MT-ATP6,protein_coding
8686,MT-ATP6,protein_coding
8687,MT-ATP6,protein_coding
8688,MT-ATP6,protein_coding
8689,MT-ATP6,protein_coding
8690,MT-ATP6,protein_coding
8691,MT-ATP6,protein_coding
8692,MT-ATP6,protein_coding
8693,MT-ATP6,protein_coding
8694,MT-ATP6,protein_coding
8695,MT-ATP6,protein_coding
8696,MT-ATP6,protein_coding
8697,MT-ATP6,protein_coding
8698,MT-ATP6,protein_coding
8699,MT-ATP6,protein_coding
8700,MT-ATP6,protein_coding
8701,MT-ATP6,protein_coding
8702,MT-ATP6,protein_coding
8703,MT-ATP6,protein_coding
8704,MT-ATP6,protein_coding
8705,MT-ATP6,protein_coding
8706,MT-ATP6,protein_coding
8707,MT-ATP6,protein_coding
8708,MT-ATP6,protein_coding
8709,MT-ATP6,protein_coding
8710,MT-ATP6,protein_coding
8711,MT-ATP6,protein_coding
8712,MT-ATP6,protein_coding
8713,MT-ATP6,protein_coding
8714,MT-ATP6,protein_coding
8715,MT-ATP6,protein_coding
8716,MT-ATP6,protein_coding
8717,MT-ATP6,protein_coding
8718,MT-ATP6,protein_coding
8719,MT-ATP6,protein_coding
8720,MT-ATP6,protein_coding
8721,MT-ATP6,protein_coding
8722,MT-ATP6,protein_coding
8723,MT-ATP6,protein_coding
8724,MT-ATP6,protein_coding
8725,MT-ATP6,protein_coding
8726,MT-ATP6,protein_coding
8727,MT-ATP6,protein_coding
8728,MT-ATP6,protein_coding
8729,MT-ATP6,protein_coding
8730,MT-ATP6,protein_coding
8731,MT-ATP6,protein_coding
8732,MT-ATP6,protein_coding
8733,MT-ATP6,protein_coding
8734,MT-ATP6,protein_coding
8735,MT-ATP6,protein_coding
8736,MT-ATP6,protein_coding
8737,MT-ATP6,protein_coding
8738,MT-ATP6,protein_coding
8739,MT-ATP6,protein_coding
8740,MT-ATP6,protein_coding
8741,MT-ATP6,protein_coding
8742,MT-ATP6,protein_coding
8743,MT-ATP6,protein_coding
8744,MT-ATP6,protein_coding
8745,MT-ATP6,protein_coding
8746,MT-ATP6,protein_coding
8747,MT-ATP6,protein_coding
8748,MT-ATP6,protein_coding
8749,MT-ATP6,protein_coding
8750,MT-ATP6,protein_coding
8751,MT-ATP6,protein_coding
8752,MT-ATP6,protein_coding
8753,MT-ATP6,protein_coding
8754,MT-ATP6,protein_coding
8755,MT-ATP6,protein_coding
8756,MT-ATP6,protein_coding
8757,MT-ATP6,protein_coding
8758,MT-ATP6,protein_coding
8759,MT-ATP6,protein_coding
8760,MT-ATP6,protein_coding
8761,MT-ATP6,protein_coding
8762,MT-ATP6,protein_coding
8763,MT-ATP6,protein_coding
8764,MT-ATP6,protein_coding
8765,MT-ATP6,protein_coding
8766,MT-ATP6,protein_coding
8767,MT-ATP6,protein_coding
8768,MT-ATP6,protein_coding
8769,MT-ATP6,protein_coding
8770,MT-ATP6,protein_coding
8771,MT-ATP6,protein_coding
8772,MT-ATP6,protein_coding
8773,MT-ATP6,protein_coding
8774,MT-ATP6,protein_coding
8775,MT-ATP6,protein_coding
8776,MT-ATP6,protein_coding
8777,MT-ATP6,protein_coding
8778,MT-ATP6,protein_coding
8779,MT-ATP6,protein_coding
8780,MT-ATP6,protein_coding
8781,MT-ATP6,protein_coding
8782,MT-ATP6,protein_coding
8783,MT-ATP6,protein_coding
8784,MT-ATP6,protein_coding
8785,MT-ATP6,protein_coding
8786,MT-ATP6,protein_coding
8787,MT-ATP6,protein_coding
8788,MT-ATP6,protein_coding
8789,MT-ATP6,protein_coding
8790,MT-ATP6,protein_coding
8791,MT-ATP6,protein_coding
8792,MT-ATP6,protein_coding
8793,MT-ATP6,protein_coding
8794,MT-ATP6,protein_coding
8795,MT-ATP6,protein_coding
8796,MT-ATP6,protein_coding
8797,MT-ATP6,protein_coding
8798,MT-ATP6,protein_coding
